,The Elder Scrolls V Skyrim,Fallout New Vegas,Left 4 Dead 2,Team Fortress 2,Dota 2,Robocraft,Garry's Mod,Sid Meier's Civilization V,Counter-Strike Global Offensive,Grand Theft Auto V,Portal 2,Half-Life 2,Portal,Borderlands 2,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 2,Counter-Strike Source,Unturned,Alien Swarm,War Thunder,Counter-Strike,PAYDAY 2,Heroes & Generals,Terraria,Warframe
87832209,5.768735573447934e-05,5.539034148369809e-05,5.112016666039326,4.820329755454951,2.197285429541074,3.9027303043905295e-05,6.762474831328688e-05,5.5456622791497605e-05,7.955121197059958,5.683838252752909e-05,4.7635070630235635e-05,5.456321597273428e-05,7.157359858468493e-05,6.0779281002229225e-05,5.49740728077563e-05,5.699114935730796e-05,6.283483146733178e-05,2.484956359831706,6.391273570702778e-05,5.97905674769692e-05,6.741199929415855e-05,5.34495451296682e-05,5.025777681561688e-05,4.304098558527882,5.964250267381072e-05
67628444,-7.469853537274799e-05,-6.646921075270818e-05,-5.415032796093804e-05,1.0985419571570931,-5.9587963674268046e-05,-4.9550906087824486e-05,-7.404720786974697e-05,5.105856110473333,-6.992397111926522e-05,-7.365536998178021e-05,-4.86983130395514e-05,2.0793597798754546,2.3977901357416354,-7.048977174081422e-05,-6.71782728246658e-05,-7.467697503748607e-05,-6.453700723611542e-05,-7.306007019277363e-05,1.6093471810814861,-6.370311687823347e-05,-7.722278971491316e-05,-6.193895897606532e-05,-5.5755376880715184e-05,-5.634055171193963e-05,-6.86545097863506e-05
206210282,2.5420306139939622e-05,2.14728792602942e-05,1.9683455981217094e-05,2.851616370285902e-05,8.980933063187601,1.0986146209318008,2.2380170229454426e-05,2.2221023706675958e-05,5.828956935742785,2.3725487879265756e-05,2.0124188698018354e-05,2.4403288666673325e-05,2.5198579183734784e-05,2.7523038771608456e-05,2.1870361159902348e-05,2.874024406866405e-05,2.8712163868394923e-05,3.6775112857202614e-05,2.7156975458178647e-05,2.219380096021728e-05,3.108431846646178e-05,1.9362834456170912e-05,1.8097964697077894e-05,2.543031474573512e-05,2.8053145986497875e-05
57798235,-0.00010276833807996921,-0.00010416384214206764,4.5216991663140425,4.369343591852393,9.820004265275339,-6.373116058790768e-05,-0.00010911837302207389,-9.90378912094203e-05,-7.655065609581192e-05,-8.802419624537322e-05,-8.313793807784553e-05,-9.396703909800783e-05,-0.00011697981450830044,-0.0001083623296127817,7.673105730146015,5.521323283025147,-7.985046873322493e-05,-0.00010839388826770733,1.791634572203207,-8.910349064358059e-05,6.109105154461986,-7.62541106788292e-05,-7.867249445320804e-05,-9.111442983089223e-05,-9.12034890085502e-05
147859903,3.7636688204119655e-06,-6.833353394175878e-07,-4.202786026187808e-06,3.5835057864581845,2.5649349705210205,-1.3287835054182449e-05,-1.3916479964087146e-05,6.109212484974629,-2.0762839159699962e-05,-8.820792484881465e-06,4.574680258041878,1.2135314393818381e-05,3.61087150013107,-7.166256703324845e-06,-1.1073668633443696e-05,-1.0956109768743313e-05,-5.403769951679813e-06,3.917948479124633e-07,4.2643727334685e-06,-8.033334211393292e-06,-1.468612060575309e-05,-1.0227022091776974e-05,-6.364022211627455e-06,2.5617454717181847e-06,-1.2062452921692492e-05
90541290,7.161471966331921e-05,6.515295447112093e-05,5.560722126661943,6.966079741782954,5.494339946656304e-05,4.5969427975676294e-05,6.492289661780156,6.039329208381548e-05,6.640841744046687e-05,6.164571973634776e-05,6.002354043170676e-05,7.407501915649805e-05,8.661831304821311e-05,7.421089768296412e-05,6.777045822672268e-05,7.143344452983871e-05,7.62074424102607,7.925958306470286e-05,8.513686936760246e-05,6.0796485423565167e-05,7.379307553146325e-05,6.146456634980067e-05,5.162437806408874e-05,6.0149556881011725e-05,5.790018558933624e-05
82174211,1.6800929967015472e-05,1.8200582000512757e-05,2.721076903107195e-05,2.9444398047754965,1.3863066386498497,2.2203646554243606e-05,2.7954257906459447e-05,1.9662663890297614e-05,7.889847791699915,3.374189691933144e-06,1.0469406990551306e-05,1.044845866608088e-05,2.1788005333249195e-05,6.214584966135189,2.12506732655905e-05,6.542112420945537e-06,9.233046482334466,2.9444218340931454,2.0457808729798655e-05,7.746594609312698e-06,1.5744126668675268e-05,8.626915339865575e-06,1.7019432027890456e-05,7.352409503591832,9.832882822803401e-06
96014467,7.791503389600406,1.4857862458556165e-05,2.6852473471853207e-06,9.749326480377076e-07,3.2580809026544166,6.159550798001338e-06,-1.5317274232564474e-06,1.9130646206413657e-05,-5.756802347214469e-06,1.6238664130305223e-06,2.720621982111347e-06,-1.06716300467895e-06,1.9365685465342512e-07,3.5292414319930136e-06,4.818461180114275e-06,9.23346257307134e-06,-4.672440541224938e-06,-1.2211559230776839e-06,-2.050217825777968e-06,4.094301081996904,2.795830805784154e-07,9.80081070211928e-06,1.5984770731453585e-05,7.817144059674376e-06,1.4430015995433877e-06
215160630,6.109223844468213,-9.718973991835772e-07,5.975740653991708e-06,3.5263541626806103,1.1515161415809644e-05,0.6931556252253033,2.1878505461355147e-05,4.373167648961269e-06,4.248503211577003,1.2520294930941837e-05,5.530830909500796e-06,-1.2966958276666664e-05,-1.1736862533366961e-06,-3.1328835070204657e-06,3.0216667233523377e-06,-1.1829163035138886e-06,7.333895470639584e-07,6.492200258367582,-2.82185418655215e-06,1.1607107068818125e-05,5.099804754268453e-06,7.951515936645582,1.1747385972136262e-05,-4.90502997894202e-06,9.651700589182175e-06
68049243,-0.00019875535229217477,6.379890264381702,-0.00013568404486962924,-0.00017843085706966818,-0.000154359104063675,-0.00013059790052807372,-0.0001938307981030519,-0.00016698622397299623,3.688694334291701,-0.00018031427066491417,-0.00012999055042552725,-0.00015783546242468285,4.406434993505196,-0.00019524789234398997,-0.00017045221819080985,-0.00021386862103851858,-0.00016315679572039037,-0.00019388192813275752,4.442392046370685,-0.00017871562774359465,-0.00020284638010452684,-0.000152703518462805,-0.00015033041835726453,-0.00014551432371783505,-0.00018749870141781535
48028873,-0.00017949597650561633,5.521225910691368,4.727238210512913,-0.0001777171122201151,1.609272937458419,-0.00014954818176401456,5.736381263978067,-0.00017951845903431987,4.204517256643961,4.303882794825594,-0.00011178890707213471,3.5261587744915315,2.564662773513883,4.912426391622842,0.6930511546347197,3.7132540592848664,-0.0001556221595873162,-0.00020449397158507122,-0.00015462659443356202,-0.0001690611986714371,-0.00022712807163949888,7.610654887264017,-0.0001457917853366295,0.6930115371797944,-0.00020303612380412437
57433226,3.7181566576858524e-05,3.579677923451144e-05,4.454379313089077,4.49984608010747,2.904577481119582e-05,2.007513657898835e-05,9.525898103723234,2.5147484219722466e-05,10.129841996662028,7.038776173078952,4.3061922130096836e-05,4.0102786434371885e-05,4.3581686505311794e-05,5.094056073144278e-05,4.274728879376075e-05,5.0693532738869116e-05,10.313272758534225,6.876708870249309e-05,5.633422159098841e-05,4.059251312741194e-05,4.686074232293745e-05,6.57925882184543,3.296159048363141e-05,3.0090344335506033e-05,3.496660671415201e-05
202598205,2.030900889185286e-05,1.4027733688640954e-05,2.2156536880089064e-05,8.51519655713331,3.136183377302974e-05,2.5196671109423588e-05,3.0711479779455346e-05,1.675464708788846e-05,3.1780772422355907,2.4554619203387182e-05,2.035409560685641e-05,2.1658148054382944e-05,3.0476718623341383e-05,2.227431471227457e-05,1.8248288560989894e-05,1.1349746200385086e-05,1.9985669894094717e-05,2.833223057845222,2.1512233448307987e-05,3.201104983850323e-05,2.9349231408261612e-05,1.7466275924298646e-05,2.0794321185170643,1.8920220537267883e-05,2.0062201552561938e-05
131940023,6.721275798715484,6.87712051782716,-8.557461502506254e-05,-0.00010777998760706855,3.4963996156297874,-7.191345455134974e-05,1.6093162229759892,-0.0001088107540844864,3.4964027334651537,4.3039308190909935,-6.933518470057989e-05,-0.000119634012425743,-0.00015239208587975077,5.068762783447818,-0.0001228397870220282,-0.00014344712159656127,-0.00011913636902188876,3.688734789896473,-0.00012690219416273057,-9.20726708300145e-05,-0.00013232432037486115,-9.949279706438752e-05,5.0750033446474685,-9.562343422569868e-05,-0.00012188033217689046
93413084,9.443387842103091e-05,8.852853980093312e-05,4.890406047412134,5.669954418485109,8.061548803246017,6.823340715492087e-05,6.551149811390377,7.856287044320524e-05,9.504575343809856,8.933055064523056e-05,4.644420280347539,8.216195957916545e-05,0.00011605414109138931,8.642028862925848e-05,7.300356533586758e-05,9.028768970543938e-05,6.363087770210916,4.920044351369751,8.220993328010592e-05,7.276594810564132e-05,9.791323068426732e-05,3.091108030375326,6.813409497246279e-05,7.15285412438889e-05,8.159580594000587e-05
136495026,6.131242099569692,3.882081709398677e-05,2.6549010912913774e-05,3.5462820876103406e-05,5.081428943024994,1.9979237010367014e-05,3.056830293150204e-05,2.3026112420807148,4.779142914685655,3.2492183445336836e-05,3.156153264670597e-05,3.2579295002838e-05,4.0013034227886304e-05,4.315112303334267e-05,3.0915541082060794e-05,3.849205269028161e-05,3.355908943787342e-05,4.016609761483305e-05,3.0500036076422976e-05,3.2770343764831095e-05,3.852315091929529e-05,2.9101963364348382e-05,2.152356732217859e-05,3.2599720933968994e-05,3.57002161573077e-05
24366790,8.64646664896391,3.216550882353335e-05,4.007337076024299,7.6732407637812425,3.163855362787993e-05,6.659264218403048,1.3863344671576232,6.824371407516782,3.08838946261521e-05,2.1309526589193588e-05,3.490841132823034e-05,2.2979630979155133e-05,3.1185579784108006e-05,3.9204264364958736e-05,3.568780448454396e-05,3.3865014209184836e-05,3.401223969833575,6.173800370638857,4.91711826228277e-05,4.6022897912381615e-05,2.699007283920758e-05,2.3064126672212655e-05,3.6274796153486384e-05,2.6648103012659756e-05,3.570225343158098e-05
124556386,-1.571618509338324e-05,-1.2745318869267417e-05,-7.248712895413091e-06,1.9458916399287676,0.6931338613686455,-1.0110791430068404e-05,-1.2382493858901503e-05,-1.4739848516246807e-05,-1.4416259871627661e-05,4.653917283504917,-7.941693145420796e-06,-1.548347934416695e-05,-1.4463370068382714e-05,-1.1802186197588076e-05,-1.1830347172063936e-05,-8.787201519981936e-06,-1.955771330627846e-05,-9.857792682149462e-06,-1.158613237432726e-05,-1.1679245498081856e-05,-1.500460364328728e-05,-6.85522885575201e-06,-4.2001562924787476e-06,-1.7948298922583706e-05,-1.0846603041892513e-05
87907200,6.272855702410153,-1.7491408502658344e-06,-4.951112566003408e-06,0.6931400436681624,2.3025746852238984,-1.4783376274692053e-06,-1.0518970465370067e-05,1.3781227185260284e-06,-6.616534228945547e-06,-6.032038035507244e-06,7.56336325040422e-07,-6.8376546591675835e-06,-1.863694704519618e-05,3.6108961481532535,-8.916677341627689e-08,-1.6108624437225782e-05,-1.3391242683325129e-05,-1.7398083573338322e-05,-3.5309356374918377e-06,-1.47226111788356e-05,-1.411582956515833e-05,-2.4137650581916723e-06,-8.84682146326174e-06,2.7730002394245243e-07,5.634750714115858
110489310,6.445745246211767,4.323872399401083e-05,3.530444301294617e-05,6.309942419947585,3.46831111996625e-05,3.0002703951153857e-05,4.5643512959441894e-05,4.427780570250873e-05,3.792688238942356e-05,4.112926413012839e-05,3.937136153583203e-05,4.176246052927927e-05,4.790020161142511e-05,6.291582402983892,4.383229838513343e-05,3.65925337892782e-05,3.636317976246309e-05,3.3016830617334763e-05,4.588252640473969e-05,3.251478753858402e-05,3.70524980813062e-05,3.275599576452696e-05,3.476727449800804e-05,3.331361919111587e-05,3.925837462559969e-05
216025815,1.4308426244939482e-05,7.85247191789892e-06,8.898198711126611e-06,3.1780537629575036,2.3897755341820485e-06,6.9967391630290475e-06,0.6931564654809521,9.119319750015833e-06,8.990200754132995e-06,1.0148056554811354e-05,7.998320352831399e-06,1.0388890069108978e-05,5.898676189754686e-06,6.109222858861213,1.180787999256771e-05,2.5713990751769094e-06,7.6155069201223275e-06,1.7024900579662133e-06,1.5521511459733946e-05,1.4778065361711477e-06,2.1857473368377057e-06,6.036514906406864e-06,1.0511242072855643e-05,7.631892413680155e-06,6.232689473089764e-06
158159336,-3.329641437183254e-05,-3.828510211734645e-05,-2.194335742209137e-05,0.6931209836170519,3.6108865108537116,-1.7533068037877185e-05,-3.700604110452783e-05,-3.391301967656271e-05,-2.5988584374462055e-05,-2.9711729835489333e-05,-2.0412101662372612e-05,-2.9861106177187655e-05,-4.21205290982016e-05,-2.9157121217296396e-05,-3.561614021797823e-05,-4.4678133325210804e-05,-3.625017794629591e-05,-2.92541818193704e-05,-3.165662521824241e-05,-1.978314600950765e-05,-3.347175420481161e-05,-2.8356849710355596e-05,2.7079792563709972,-2.1114024000075102e-05,3.1354432335055797
174415183,6.147922207261931e-05,5.5292483520445015e-05,4.248526352639053,4.990483115107684,5.978787483551808e-05,3.49729580013108e-05,6.46892221474896e-05,5.371759052654942e-05,3.6636108362752244,5.969822312594807e-05,5.1133313936208375e-05,6.043554230734275e-05,7.147509472067202e-05,6.494323683944535e-05,5.7908668858769215e-05,6.021381201377974e-05,6.59131650721691e-05,6.771296218522962e-05,6.979316878180525e-05,5.826361725234913e-05,6.819326635043864e-05,5.273157567329271e-05,4.773731487925494e-05,5.5859133843393306e-05,5.771332060574771e-05
193156880,3.720204595616042e-05,3.297170483875921e-05,4.430842420439083,3.1780898764851297,9.277082867363374,3.286658996232857e-05,6.063816055969888,3.464948668182374e-05,8.756246473198873,4.2206873335255366e-05,3.297204512263022e-05,3.139535392146525e-05,4.568916106349322e-05,3.621411824483352e-05,3.404469860275241e-05,4.120617450344773e-05,5.480656869955371,4.955848501991707,4.550161817297461e-05,4.035829084164965e-05,4.669457064440455e-05,6.39692990694606,3.475799823902864e-05,3.4012150811415114,4.121149229511938e-05
107377573,5.829077850833614,0.00015610584296158345,2.7081537576967443,6.768633128209698,0.00011689463658453612,0.00011899056753223479,5.560823140306314,0.00014156342731099083,8.95557501163548,0.00014419836556295236,5.093828248295418,0.00013857673034631542,0.0002166137900953956,8.253362993252908,5.247048688141021,0.0002788520825231166,0.00014380854331372866,2.8905333592679283,0.0001429382633795158,0.00013658766340115974,0.00018098243128400617,4.382134996785556,0.00012486877183049054,0.0001107932166118443,0.00018001725323512063
251164636,3.342682580013559e-05,3.209255886478798e-05,2.1734941215259146e-05,2.965452593648442e-05,3.4003768115497313e-05,1.43481211737624e-05,2.8791366293406254e-05,5.768319325144098,8.623359843130546,2.61564432002598e-05,2.310480876835208e-05,2.943058804130489e-05,3.17926974751691e-05,3.6388176169797417e-05,2.675799843288607e-05,2.934846397589352e-05,3.336638559488982e-05,4.257795465199985e-05,3.058511286354236e-05,3.4666046484822125e-05,3.500679222959763e-05,2.4464392104173757e-05,1.866692223054751e-05,0.6931759805784666,2.9575179693227333e-05
62545742,-1.438715761686288e-05,-1.1402613770366402e-05,4.595098177994186,5.287968011960744e-06,-1.756608698879747e-05,-1.0951242292180921e-05,-5.34436950688193e-06,-4.7511226209733455e-06,-1.1458137058648562e-05,-1.8340732876532848e-05,7.4348479688215295e-06,3.2774001290220687e-06,3.258054495521877,2.627604388831813e-07,4.98354349105722,1.6094870296835544,5.8289265663759915,7.778101545378113e-06,1.919691559108533e-05,-9.375933716032807e-06,5.159962313668553e-06,-9.335137323586734e-06,-4.578938717476439e-06,-3.8460675865438556e-06,-5.072763341256501e-06
23492094,-3.9728223836629316e-05,-3.726872995992762e-05,-2.031036311180792e-05,3.4656948103692713,10.321472572168918,-3.2581364279348926e-05,4.406660736921446,5.11191408045347,9.291870818066721,-4.4289597746321484e-05,4.15882792543618,3.0444607813840956,1.945853665641658,-4.603239960616072e-05,-3.895252950238304e-05,-4.306496871248541e-05,8.44670262947256,-3.1398880159638355e-05,-2.6855800485025815e-05,-3.602500309307397e-05,8.386997310374246,5.8578596265019796,-3.173625855645931e-05,-4.173600975129851e-05,-3.601998912626351e-05
132180557,4.923599350412143e-06,3.808768642092077e-07,2.2407613875973285e-06,4.442643493553452,-3.6741257272132883e-06,6.701056538809186e-06,2.5649435858564194,1.6125593827432482e-06,4.564339902833003,3.7172189879536178e-06,-3.5156104170321295e-06,3.529775017502393e-06,1.5378475203019127e-06,2.277966054980071e-06,5.913474265401322,3.761199711300294,7.170524907356123e-06,1.1437718541492805e-05,2.245614018858508e-06,2.4848845740985244,6.655554021890333e-06,7.26753311715981e-06,8.363825063986408e-06,4.8233523161915824e-06,3.681015454852642e-06
39758678,-0.00010405132213066026,-0.00010963290649499343,-7.917093059765978e-05,4.912536142910101,-8.247007146217736e-05,-7.280377323233135e-05,-9.55849359258304e-05,-0.00010376145169099865,-8.642428671535047e-05,-9.359155440270725e-05,-7.151768189617273e-05,5.598268056983789,1.3861587944173788,-0.00011750701185818579,3.931766303786105,5.06239290533008,-9.023743791013015e-05,-0.00013519538404851286,-9.481695751791714e-05,-9.723363976175737e-05,-0.00012038920888456457,-9.463300551998776e-05,-8.489875499860312e-05,-8.483169693185134e-05,-0.0001147718356009394
7431946,6.912640629084251e-05,5.488209564408017e-05,3.9323831432186374e-05,5.081432494638497,5.181812862869672,3.583966143344124e-05,4.0165815307882905e-05,5.991479094603821,5.181817064588874,4.498403876708509e-05,4.9344700898255,4.823457173070175e-05,5.789868191581146e-05,7.2998088975584485,4.067014724445118e-05,3.39840490395197e-05,2.0794665648997417,3.83797228749808e-05,5.224839294162524e-05,3.089783139945216e-05,4.229288446509117e-05,4.003031673373624e-05,3.1308419185580404e-05,4.2192455226198105e-05,6.234419587839884
115037563,4.4999204971786195,0.00013413600289633528,4.1272212876508885,5.940304618952121,1.6095435339577358,0.00010203077492217084,5.393746918711016,0.00012688813757291012,5.037070810298359,0.0001134238296497156,0.00011057908428021917,0.00012892363408778624,0.00019261933517123882,0.00016824999295454498,5.438093606013231,0.0002704993924356497,3.0446387735665437,0.00018001170238281762,0.00014313474868637153,0.00013021575919245428,0.00017400259160831762,0.00011792719448706018,0.00010585699153631189,2.302680310041634,3.784331891142978
236434806,-1.9568175426786724e-06,-2.4386019563219874e-06,2.650202079638621e-07,4.276652712724858,3.6109150335364126,1.2675672376503405e-05,6.099527019807678e-06,2.527470686435054e-06,1.1266088261275523e-05,2.1806381019295407e-06,-4.69437383291819e-06,-8.133031364851183e-06,1.5495983027870172e-06,-1.0709144834137134e-05,-1.4466902108959761e-06,-4.7506460488154116e-06,-4.353183511425794e-06,4.955787783673446,-4.677004586741273e-06,-3.48003843739067e-06,6.448828533904388e-08,9.553622219888564e-07,8.545166926703185e-06,-5.488809015949229e-06,-6.155421071480073e-07
77279068,2.624053368368876e-05,2.2067093323715957e-05,5.0498597582810145,5.2933163715391025,2.397918461100308,1.4528154457918952e-05,2.426658608126069e-05,2.2780202406929493e-05,6.152746067902593,2.6630367805790938e-05,1.8014163880721572e-05,2.4810618144628286e-05,2.5324013736690862e-05,6.646382384019242,2.5304567981342616e-05,1.3725536935385898e-05,3.1495228470327295e-05,1.6059180045346135e-05,1.9459076425713724,1.430545596360258e-05,2.2632878679342617e-05,2.6931146564437538e-05,1.935493574220561e-05,2.3231034393211594e-05,2.1884733956124016e-05
80164199,2.8824058145445673e-05,2.426466178832872e-05,3.4012033007892515,2.687017056152488e-05,9.084780696357694,1.072927932754805e-05,1.9264190661423858e-05,4.143138621497402,2.445023494948108e-05,2.4256639125803394e-05,2.1537282436462443e-05,2.3069361167308987e-05,3.06130564078489e-05,2.8481964892570778e-05,1.7970327066362497e-05,3.0479018917242746e-05,2.648338977576933e-05,3.2322083352685255e-05,3.42693876152823e-05,2.5396217140566543e-05,2.6758032917919764e-05,1.9590857063677282e-05,1.718729903529149e-05,2.568230909669238e-05,2.6629661128467888e-05
191747590,6.016128549218148,-2.923784110437862e-06,-3.5760378651339428e-06,2.7725744460778587,-3.79793480196612e-06,-4.255071435311854e-06,-8.904267083489105e-06,-4.355065505201206e-06,-1.1149572409014642e-05,4.5432569881649,1.5945779228547468e-06,-1.0427493204072862e-05,-1.1885644782293994e-05,-1.0011286438828178e-06,-3.1372596053910687e-06,-7.353304701364823e-06,-1.8572116938013083e-05,-8.386852315346932e-06,-7.762175619835485e-06,-8.415508000316495e-06,-1.1412457738309655e-05,4.219882400151133e-07,-3.897723601620171e-06,-1.0184587965944987e-05,3.4011727800025238
56333620,7.14662851866759,-0.00013397874165719975,-0.00010071051834855205,2.7724368250600304,-0.00011004553101031673,-0.00010827878221213882,-0.00014949195651670172,-0.00012850624628898513,-0.00014192263758977633,-0.00011498414154912758,5.111852610292815,-0.00010980199843973877,3.713328503822505,-0.00016310922112475974,4.3693962495401015,7.020765305242187,-0.0001228163414575681,-0.0001831601952548176,-0.000141370222491064,-0.00014058152307095228,-0.00018920701312567076,-0.00011436125121218034,-0.00012484123388430447,-9.867437682744499e-05,-0.0001774409571508694
7440594,-4.7140260884822005e-05,-4.2371655370252836e-05,-3.105349346159477e-05,-4.2082588123805103e-05,-4.484957786379951e-05,-2.87130085385845e-05,-3.551263339578665e-05,-4.382651124343691e-05,6.131184820382841,-4.576273339177377e-05,-3.0027705564013057e-05,3.663476897113488,-4.478738890916138e-05,5.991385659060846,-3.443795680445095e-05,-4.759705501226692e-05,4.262625060005233,-5.9909077579524604e-05,-3.414349039640904e-05,-4.595851381259331e-05,4.143066985193211,1.945857994021289,-2.9543023569445083e-05,-4.43922357934788e-05,-4.082520284538911e-05
131032344,-1.4354984709238146e-05,-1.6838759945468296e-05,6.802361254294268,2.890362910047415,1.8889619873840436e-06,8.971736849005217e-07,-3.3611354916608564e-06,-1.0341424963022706e-05,3.68891705046222e-06,-2.9540711752750667e-06,-2.919501888483874e-06,-1.564284916120867e-05,-1.2481737514407524e-05,-1.0972811040975652e-05,-1.4524681858403222e-05,-2.0865363087393956e-05,-3.6114448464910903e-06,4.56430660656646,-5.6212900616066095e-06,3.837701494366027e-06,-9.387437153235149e-06,-2.462341729894983e-06,2.6390146567139254,-2.732689966131355e-06,-1.531168326836845e-05
228908339,-2.5709349909090235e-05,-2.1646394235396782e-05,-1.7099110758707412e-05,1.386262202930531,8.340403828862183,-1.9566667414719826e-05,-3.325243706367031e-05,-1.9464682160080727e-05,5.560635190276851,6.835112445152402,-2.4641093720973138e-05,-3.434955030754313e-05,-4.366767558429193e-05,-3.188790418640034e-05,-2.345943620134529e-05,-2.033816823180516e-05,-4.0821373945011526e-05,-2.164023399946135e-05,-2.519680733075352e-05,4.248418884377512,-2.9722665170207676e-05,-8.887462753940501e-06,9.896044133828553e-07,-2.1343496492676523e-05,2.1971855540344616
92393218,7.565232942442368,-1.1343397161447315e-05,-2.3037209332165137e-05,-2.3943102181615793e-05,-2.9240999443389463e-05,-3.0703064104367065e-05,-3.9866028019201645e-05,6.5510318179736275,-5.012363457199676e-05,-3.0146843784705344e-05,6.040204470672797,-4.403819191870639e-06,4.919891536461644,-2.273709523768469e-05,-2.9870655931773127e-05,-3.202483693138475e-05,-2.5483497317914128e-05,-2.652055372440174e-05,-2.3170818978681e-05,-3.0325638431318806e-05,-4.3378407769492404e-05,-2.5151477829610206e-05,-2.7623884347255757e-05,-1.1616368137900063e-05,-3.6054697739616156e-05
112110682,1.3320732701352945e-07,8.967137390232493e-07,4.018003988767242e-06,4.521779342698728,7.774840103736098,5.382268125622809e-06,6.21457416802458,-1.3286676268792504e-07,8.515170087635338,-1.245977642810086e-06,-8.557359806233606e-06,4.078655948201549e-06,-6.591681500197992e-06,-3.241160028637016e-07,-2.853761426111801e-06,-8.446192852564759e-06,-2.0383732520657672e-06,8.857069932443735e-06,2.0793955165023976,1.7917314810076366,-1.568186728860943e-06,1.2495575895982267e-05,-9.319609022312222e-07,8.065888567991897e-06,3.044505002275277
272181160,-1.5303992095615376e-05,-1.0843667187437042e-05,-3.110240226873683e-06,-1.3918281371921325e-05,1.6094214905209492,-9.227946345322535e-06,-1.2036248731976945e-05,-1.326782377993176e-05,2.0794253783740335,4.454301751545908,-7.606502906275587e-06,-1.5699644317573436e-05,-1.3832328335555337e-05,-1.1560225035904124e-05,-9.047276064775864e-06,-7.337075043077064e-06,4.644352085310455,-1.1863498031576428e-05,-9.470832879992028e-06,-1.489059823507219e-05,-1.120952365663981e-05,-7.539892543660041e-06,-7.042855070226043e-06,-1.913403347995897e-05,-1.4849969273160658e-05
205014771,2.7981449277292637e-05,2.6583130399714446e-05,2.6002555264984596e-05,2.8946547328611877e-05,2.9276094195651444e-05,1.613200377277762e-05,3.203318841729752e-05,2.4394730548980922e-05,8.05198886846184,2.5535593057373554e-05,2.3154541043098567e-05,2.7196701440262497e-05,3.0084926934314334e-05,3.0844231874505245e-05,2.960944214289657e-05,2.7913603621167155e-05,3.496524127587164,3.386626600793755e-05,2.9672916348285408e-05,2.595351895435059e-05,3.7286932541681207e-05,1.3863098080427352,1.865177767792793e-05,2.5515443250715177e-05,2.4892239447707276e-05
74161590,6.94369546015472e-05,6.447759322987129e-05,4.759994255589565e-05,6.327975691306662,5.276532353503288e-05,1.0986495459943701,5.984353753061014e-05,5.060848240222756e-05,5.5526019009985904e-05,6.00148779656517e-05,6.040251257216581,6.187328036816135e-05,9.476943450861747e-05,6.392580257474625e-05,1.0986522067745814,0.6932098637277171,5.292584530890886e-05,6.232449935842825e-05,5.1504584532058824e-05,5.4686783004238885e-05,6.478712012894787e-05,5.1155977583477345e-05,4.701188318360261e-05,4.05511818755552e-05,6.389239577150645e-05
174896111,-3.287460560803551e-05,-3.1195098713605624e-05,-2.311925231210092e-05,-2.346436222384839e-05,7.649652460079893,-2.6937842729851153e-05,-3.739834094794941e-05,-3.187767537749011e-05,8.72253734503536,-2.874790298032901e-05,-2.5538131700259238e-05,-2.7187587636344718e-05,-4.6516086058373006e-05,-3.684535179084301e-05,-2.257721818566358e-05,-3.8881303968127886e-05,-1.8841580142701976e-05,-2.5483583949168266e-05,-2.9816718417251287e-05,-2.863082653756163e-05,6.646322082709656,-2.2511082095105482e-05,-2.168512249777015e-05,-2.4016103339031978e-05,-2.706752030292584e-05
106147454,6.8976467416749845,-3.352702695020311e-05,6.887504951985393,5.799058530728033,-4.193938410156247e-05,0.6931166981448069,6.2915205707003246,-3.106368064880986e-05,-3.399728102886578e-05,-3.25200360577734e-05,4.55384369532284,3.496452416848733,4.369364286248567,5.29825902180608,-3.699003079669678e-05,-4.354776047231568e-05,5.111941076824546,3.2957743327970923,-1.4298741162399804e-05,-3.446405031602495e-05,-4.8708653597799196e-05,3.7611491317958645,2.197166895843664,-2.01034412241625e-05,-4.5717396023200056e-05
57974873,7.185342458661662,7.021013832567222,-1.7978193105611223e-05,-2.3602230213177005e-05,-1.7960191516334252e-05,-2.0118652506027877e-05,-2.091871978134304e-05,5.560641378975413,-1.8679902910254164e-05,-2.1530285954189302e-05,1.042288026278071e-06,-1.9986032535411968e-05,-2.7520749138653164e-05,-1.4982299049709146e-05,-2.4828971998405446e-05,-2.6566156976269917e-05,-1.7702883945349003e-05,-1.725309881820707e-05,-1.9342757518899752e-05,-1.1328516738007903e-05,-2.529367195869455e-05,-2.5385358834897914e-05,-2.4883154451279656e-05,-1.3301513717581939e-05,-1.986371056076062e-05
26430231,6.771811559387362e-05,5.8522520309348794e-05,3.496549292628864,4.718555037071295,6.646434483878087,3.70526354671603e-05,7.042873870890628e-05,6.0226946784713694e-05,8.171925581712404,6.770970309109153e-05,5.2791983886243165e-05,6.064565485401495e-05,7.097560442158417e-05,6.59457464341407e-05,6.060483492187431e-05,6.86568841799799e-05,6.78505133314614e-05,7.954880272349186e-05,7.590906269839306e-05,2.3979342968874713,7.677257140320976e-05,4.110907190141722,6.015735472792635e-05,6.323363702454707e-05,6.595183597171247e-05
